,Type,Text
5424,ham,Ok k..sry i knw 2 siva..tats y i askd..
1113,ham,So that means you still think of teju
3700,ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
3774,ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
3798,ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
1158,ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
3804,ham,Yup song bro. No creative. Neva test quality. He said check review online.
2538,ham,That's y we haf to combine n c how lor...
1941,ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
2260,ham,Ill call you evening ill some ideas.
887,ham,I like to talk pa but am not able to. I dont know y.
3114,ham,"Wat time liao, where still got."
3461,ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
7,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
3587,spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
3334,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
4895,ham,Convey my regards to him
493,ham,"Sorry,in meeting I'll call later"
2373,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
446,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
2482,ham,K.:)do it at evening da:)urgent:)
4273,ham,Where to get those?
578,ham,Ü wait 4 me in sch i finish ard 5..
2102,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
4388,ham,S.i'm watching it in live..
2542,ham,I dont. Can you send it to me. Plus how's mode.
1997,ham,Lol boo I was hoping for a laugh
154,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
1947,ham,Hey we can go jazz power yoga hip hop kb and yogasana
3770,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
5389,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
801,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
4445,ham,COME BACK TO TAMPA FFFFUUUUUUU
3263,ham,O shore are you takin the bus
1712,ham,I got your back! Do you have any dislikes in bed?
3116,ham,I wait 4 ü inside da car park...
206,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
2519,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
4023,ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
5025,ham,Where you. What happen
50,ham,What you thinked about me. First time you saw me in class.
4188,ham,Dear got bus directly to calicut
883,ham,I love to give massages. I use lots of baby oil... What is your fave position?
1454,ham,Stupid.its not possible
594,ham,You still at grand prix?
1312,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
1448,ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
2215,ham,Ok then i'll let him noe later n ask him call u tmr...
891,ham,Why do you ask princess?
4737,ham,"Not for possession, especially not first offense"
1558,ham,Wat r u doing?
5181,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
5186,ham,I'm in town now so i'll jus take mrt down later.
3146,ham,I.ll get there tomorrow and send it to you
357,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
2235,ham,What's your room number again? Wanna make sure I'm knocking on the right door
4789,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
5171,ham,Now i'm going for lunch.
2875,ham,Crucify is c not s. You should have told me earlier.
678,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
3016,ham, &lt;#&gt;  mins but i had to stop somewhere first.
5148,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
1127,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.
4872,ham,Well. You know what i mean. Texting
950,ham,Is that what time you want me to come?
5131,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
5040,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
4413,ham,If i said anything wrong sorry de:-)
4169,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
4730,ham,I've reached already.
1139,ham,What * u wearing?
2554,ham,Ü give me some time to walk there.
3801,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
5161,ham,No but the bluray player can
177,ham,U still going to the mall?
4885,ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
792,ham,All e best 4 ur driving tmr :-)
4781,ham,Sen told that he is going to join his uncle finance in cbe
1594,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
4719,ham,My uncles in Atlanta. Wish you guys a great semester.
712,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
2655,ham,Its sarcasm.. .nt scarcasim
1910,ham,Then u going ikea str aft dat?
649,ham,No prob. I will send to your email.
2466,ham,S.i think he is waste for rr..
3311,ham,Oh ho. Is this the first time u use these type of words
1256,ham,Just wait till end of march when el nino gets himself. Oh.
1188,ham,There's no point hangin on to mr not right if he's not makin u happy
5468,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
4741,ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
2188,ham,Oh god. I'm gonna Google nearby cliffs now.
1499,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
2192,ham,Thankyou so much for the call. I appreciate your care.
1261,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
2101,ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
4234,ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
1714,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
3516,ham,I'm job profile seems like bpo..
1085,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
4956,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
1253,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1361,ham,Yo dude guess who just got arrested the other day
1443,ham,"Its ok., i just askd did u knw tht no?"
1435,ham,I asked sen to come chennai and search for job.
5026,ham,I was gonna ask you lol but i think its at 7
4163,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
4463,ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
5332,ham,Dude im no longer a pisces. Im an aquarius now.
108,ham,How would my ip address test that considering my computer isn't a minecraft server
3159,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
2999,ham,No b4 Thursday
2810,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
3460,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
1138,ham,LOL ... No just was busy
4818,ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
85,ham,"I call you later, don't have network. If urgnt, sms me."
205,ham,U call me alter at 11 ok.
3826,ham,Hi. I'm always online on yahoo and would like to chat with you someday
5187,ham,I just cooked a rather nice salmon a la you
463,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
4042,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
1784,ham,No dear i do have free messages without any recharge. Hi hi hi
3026,ham,"What part of ""don't initiate"" don't you understand"
4081,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
107,ham,"Aight, I'll hit you up when I get some cash"
4167,ham,Well if I'm that desperate I'll just call armand again
3504,ham,Free any day but i finish at 6 on mon n thurs...
2150,ham,Waaaat?? Lololo ok next time then!
4518,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
4681,ham,"That's cool he'll be here all night, lemme know when you're around"
3979,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
1119,ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
3010,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
88,ham,I'm really not up to it still tonight babe
2517,ham,Yes.i'm in office da:)
2427,spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
317,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
1299,ham,Your daily text from me – a favour this time
5300,ham,I.ll hand her my phone to chat wit u
3156,ham,Ok...
426,ham,Ok. She'll be ok. I guess
5252,spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
2950,ham,at bruce b downs &amp; fletcher now
2705,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
5260,ham,1 in cbe. 2 in chennai.
2481,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
2954,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
